Date,Album,Artist,Tags,Record_Label,Record_Label_Loc,Author,spotify_match_status,spotify_id,spotify_url,spotify_artist_id,spotify_match_artist,spotify_match_album,spotify_release_date,spotify_release_date_precision,spotify_album_type,spotify_total_tracks,spotify_image_url,spotify_upc,spotify_ean,spotify_copyright,spotify_artist_status,spotify_artist_image_url,spotify_artist_url
"January 11, 2024",RAT WARS,HEALTH,,Independent Artist,"Los Angeles, California",Saby Reyes-Kulkarni,matched,6tkuHFo0hTGGkWEGjdKOjz,https://open.spotify.com/album/6tkuHFo0hTGGkWEGjdKOjz,6FfjnGXMhxSsJTuGLWBDth,HEALTH,RAT WARS,2023-12-07,day,album,12.0,https://i.scdn.co/image/ab67616d0000b273bef783d554e7e1c4b1486ac3,,,,matched,https://i.scdn.co/image/ab6761610000e5eb5b2bf033db0073228084edb4,https://open.spotify.com/artist/6FfjnGXMhxSsJTuGLWBDth
"January 10, 2024","Bill Frisell, & Herlin Riley, Owl Song",Ambrose Akinmusire,Jazz,Independent Artist,"Berkeley, California",Peter Margasak,no_match,,,,,,,,,,,,,,,,
"January 09, 2024",Palermo,Conway the Machine & Wun Two,Hip-Hop/Rap,wun two,Germany,Dash Lewis,no_match,,,,,,,,,,,,,,,,
"January 08, 2024",Letter to Self,SPRINTS,Punk,Independent Artist,"Dublin, Ireland",Spencer Hughes,matched,1PTPBDLcqveMGkymgIqZoZ,https://open.spotify.com/album/1PTPBDLcqveMGkymgIqZoZ,27nD8P491xX8UzG3j01eIY,SPRINTS,Letter to Self,2024-01-05,day,album,11.0,https://i.scdn.co/image/ab67616d0000b273d3abdd263a314cfcb62e7b29,,,,matched,https://i.scdn.co/image/ab6761610000e5ebc58b55ceabfb9169030ec452,https://open.spotify.com/artist/27nD8P491xX8UzG3j01eIY
"December 01, 2023",Of Shadow and Substance,Lea Bertucci,Experimental,Independent Artist,"New York, New York",Arielle Gordon,no_match,,,,,,,,,,,,,,,,
"November 30, 2023",i​/​o,Peter Gabriel,Rock,Independent Artist,"England, UK",Brad Sanders,matched,2Rr46ynx6lOJnkbF2s9VXB,https://open.spotify.com/album/2Rr46ynx6lOJnkbF2s9VXB,7C4sUpWGlTy7IANjruj02I,Peter Gabriel,i/o,2023-12-01,day,compilation,24.0,https://i.scdn.co/image/ab67616d0000b2733b59552a3ff3cf0a897d894e,,,,matched,https://i.scdn.co/image/ab6761610000e5eb8e88ceb31181a33025007fd1,https://open.spotify.com/artist/7C4sUpWGlTy7IANjruj02I
"November 29, 2023",Albion,Harp,Folk,Independent Artist,North Carolina,Patrick King,matched,3WiW1suHzsswq7fLWoN5z4,https://open.spotify.com/album/3WiW1suHzsswq7fLWoN5z4,3y80fftQVDjecHmMRfwgOU,Harp,Albion,2023-12-01,day,album,12.0,https://i.scdn.co/image/ab67616d0000b2739cc86d3bd6331f1055b09199,,,,matched,https://i.scdn.co/image/ab6761610000e5eb3e48c61a07787de68284219c,https://open.spotify.com/artist/3y80fftQVDjecHmMRfwgOU
"November 28, 2023",Beyond the Midnight Sun,Don Leisure & Amanda Whiting,Jazz,Don Leisure,"Cardiff, UK",Blake Gillespie,no_match,,,,,,,,,,,,,,,,
"November 27, 2023",Illuminated 1989,The Veldt,Alternative,Independent Artist,"Raleigh, North Carolina",John Morrison,no_match,,,,,,,,,,,,,,,,
"November 22, 2023",When The Roses Come Again,Daniel Bachman,Experimental,Independent Artist,"Madison, Virginia",Katie Kurtz,no_match,,,,,,,,,,,,,,,,
"November 21, 2023",Hypnotized,DJ Manny,Electronic,Dj Manny,"Chicago, Illinois",Lewis Gordon,matched,55WvosDdf63tlS27lhHuAh,https://open.spotify.com/album/55WvosDdf63tlS27lhHuAh,5whJkWAzwCYfeetVpUJKn7,DJ Manny,Hypnotized,2023-11-17,day,album,12.0,https://i.scdn.co/image/ab67616d0000b273627fc75fb830f531a404f445,,,,matched,https://i.scdn.co/image/ab6761610000e5ebe06d5a4fe812e219adc74cb1,https://open.spotify.com/artist/5whJkWAzwCYfeetVpUJKn7
"November 20, 2023",Dimanche à Bamako,Bounaly,World,Independent Artist,"Bamako, Mali",Will Ainsley,matched,7tYcbXQreA6ujvtQMFtuz4,https://open.spotify.com/album/7tYcbXQreA6ujvtQMFtuz4,27SjHTyOiOMr4PUAjKC0b6,Bounaly,Dimanche à Bamako,2023-11-17,day,album,6.0,https://i.scdn.co/image/ab67616d0000b27332ebb3dd2aced9f44124e6ab,,,,matched,https://i.scdn.co/image/ab6761610000e5ebaab7e0bbc9f5dd33b7406328,https://open.spotify.com/artist/27SjHTyOiOMr4PUAjKC0b6
"November 17, 2023",Quaranta,Danny Brown,Hip-Hop/Rap,Independent Artist,"Detroit, Michigan",Dash Lewis,matched,2aswMmRN4vXGalI39pDsMb,https://open.spotify.com/album/2aswMmRN4vXGalI39pDsMb,7aA592KWirLsnfb5ulGWvU,Danny Brown,Quaranta,2023-11-17,day,album,11.0,https://i.scdn.co/image/ab67616d0000b273e9dddb75e4b6844ad5f8b4e5,,,,matched,https://i.scdn.co/image/ab6761610000e5eb3ed06c602b351dc33a30f018,https://open.spotify.com/artist/7aA592KWirLsnfb5ulGWvU
"November 16, 2023",Cash Corridos 3,Cash Bently,Latin,Independent Artist,"Los Angeles, California",Maria Barrios,matched,6iWSFTtmdFhvdvJs0lwM2r,https://open.spotify.com/album/6iWSFTtmdFhvdvJs0lwM2r,6yjpnGMq2yiLvJCSIVBwzd,Cash Bently,Cash Corridos 3,2023-11-10,day,album,12.0,https://i.scdn.co/image/ab67616d0000b273a448e4512a50a8130c9855fd,,,,matched,https://i.scdn.co/image/ab6761610000e5eb3dc5a0a69381d6f1f4de0de0,https://open.spotify.com/artist/6yjpnGMq2yiLvJCSIVBwzd
"November 15, 2023",Imagine My Surprise,Roy Werner,Electronic,Independent Artist,"Los Angeles, California",Ted Davis,matched,1SneFuDJwA349JGgvky9H8,https://open.spotify.com/album/1SneFuDJwA349JGgvky9H8,4G73yafMiNaSAAqjfSIVH9,Roy Werner,Imagine My Surprise,2023-11-17,day,album,10.0,https://i.scdn.co/image/ab67616d0000b273b8780a73fa521aec97d69a89,,,,matched,https://i.scdn.co/image/ab6761610000e5eb21ca4f26a3ec180ca5230314,https://open.spotify.com/artist/4G73yafMiNaSAAqjfSIVH9
"November 14, 2023",Nacre,Quade,Experimental,Independent Artist,"Bristol, UK",Ted Davis,matched,1AeV4Xx6W0YVwJDhLfxdnK,https://open.spotify.com/album/1AeV4Xx6W0YVwJDhLfxdnK,3jRUNsEZI2Zb06hF326tBX,Quade,Nacre,2023-11-17,day,album,7.0,https://i.scdn.co/image/ab67616d0000b2738f019bc8f9a14f7fe198c92f,,,,matched,https://i.scdn.co/image/ab6761610000e5ebad822fb2a573186ef6c99770,https://open.spotify.com/artist/3jRUNsEZI2Zb06hF326tBX
"November 13, 2023",Magg Tekki,Assiko Golden Band de Grand Yoff,World,Mississippi Records,"New York, New York",Megan Iacobini de Fazio,matched,0jHhkCOOijoTJ01LvZcjdY,https://open.spotify.com/album/0jHhkCOOijoTJ01LvZcjdY,6WSeOPXOMlKhILrwhQ1KXs,Assiko Golden Band De Grand Yoff,Magg Tekki,2023-11-10,day,album,10.0,https://i.scdn.co/image/ab67616d0000b273de67c1e62cb2f4a57239315f,,,,matched,https://i.scdn.co/image/ab6761610000e5ebbe4c6613c011bf8fd537f190,https://open.spotify.com/artist/6WSeOPXOMlKhILrwhQ1KXs
"November 10, 2023",Integrated Tech Solutions,Aesop Rock,Hip-Hop/Rap,Independent Artist,,Phillip Mlynar,matched,64L1urQKsuPJQMteCZX6pX,https://open.spotify.com/album/64L1urQKsuPJQMteCZX6pX,2fSaE6BXtQy0x7R7v9IOmZ,Aesop Rock,Integrated Tech Solutions,2023-11-10,day,album,18.0,https://i.scdn.co/image/ab67616d0000b2731946b068576319d7cc903adc,,,,matched,https://i.scdn.co/image/ab6761610000e5eb4398e5393ffcb2ed10b8075e,https://open.spotify.com/artist/2fSaE6BXtQy0x7R7v9IOmZ
"November 09, 2023",I was too young to hear silence,Patrick Shiroishi,Experimental,Independent Artist,"Los Angeles, California",James Gui,matched,0dafGYFOuBylwp0nVrh7CH,https://open.spotify.com/album/0dafGYFOuBylwp0nVrh7CH,2lHGXQLY8KwPpuxBRsINR2,Patrick Shiroishi,I Was Too Young To Hear Silence,2023-11-10,day,album,9.0,https://i.scdn.co/image/ab67616d0000b2734f070664466b26255bde156d,,,,matched,https://i.scdn.co/image/ab6761610000e5ebe42f49520e942bbf24ad3841,https://open.spotify.com/artist/2lHGXQLY8KwPpuxBRsINR2
"November 08, 2023",Whiplash,Asha Sheshadri,Experimental,Recital,"Glendale, California",Will Ainsley,matched,3Z5dn97NvbRgDUj7qygDsX,https://open.spotify.com/album/3Z5dn97NvbRgDUj7qygDsX,4tU3mZEQpsd5c1kEmAeU3D,Asha Sheshadri,Whiplash,2023-11-10,day,album,9.0,https://i.scdn.co/image/ab67616d0000b273b717d24a35e94c5e181731fb,,,,matched,https://i.scdn.co/image/ab67616d0000b273b717d24a35e94c5e181731fb,https://open.spotify.com/artist/4tU3mZEQpsd5c1kEmAeU3D
"November 07, 2023",Diagnosis,Sen Morimoto,Alternative,Independent Artist,"Chicago, Illinois",Spencer Hughes,matched,5fHr8JbVLdLHNJa91q9EUd,https://open.spotify.com/album/5fHr8JbVLdLHNJa91q9EUd,3zlWvRPwLwGSi2v6ltrhOl,Sen Morimoto,Diagnosis,2023-11-03,day,album,13.0,https://i.scdn.co/image/ab67616d0000b273367969556e3c27996892cfe5,,,,matched,https://i.scdn.co/image/ab6761610000e5ebb8f5770bf8172517ed62aa5a,https://open.spotify.com/artist/3zlWvRPwLwGSi2v6ltrhOl
"November 06, 2023",The Comeback Kid,Marnie Stern,Rock,Independent Artist,"New York, New York",Andrew Parks,matched,01N4unxNczwSNsrHDFMIg2,https://open.spotify.com/album/01N4unxNczwSNsrHDFMIg2,7CHNUgkepqsMm9tYnwtVDt,Marnie Stern,The Comeback Kid,2023-11-03,day,album,12.0,https://i.scdn.co/image/ab67616d0000b2734f64d401525284a676b2f35e,,,,matched,https://i.scdn.co/image/ab6761610000e5ebf32d820213642502937b18ce,https://open.spotify.com/artist/7CHNUgkepqsMm9tYnwtVDt
"November 03, 2023",Access To The Lonely,Rid of Me,Rock,Rid Of Me,"Philadelphia, Pennsylvania",Brad Cohan,no_match,,,,,,,,,,,,,,,,
"November 02, 2023",Strata,El Búho,Electronic,Independent Artist,"Toulouse, France",Richard Villegas,matched,51yOcD8pr3bLVy6oxBroXN,https://open.spotify.com/album/51yOcD8pr3bLVy6oxBroXN,1I7FVmvisCtSFzmm87mbLR,El Búho,Strata,2023-11-03,day,album,9.0,https://i.scdn.co/image/ab67616d0000b27326ca508ea1e6c358992f390a,,,,matched,https://i.scdn.co/image/ab6761610000e5ebf49a914f44abb00910c99cca,https://open.spotify.com/artist/1I7FVmvisCtSFzmm87mbLR
"November 01, 2023",LXXXVIII,Actress,Electronic,Independent Artist,"London, UK",Joe Muggs,matched,4jMtRqpTc30H2oEPDbnKC4,https://open.spotify.com/album/4jMtRqpTc30H2oEPDbnKC4,3bg5rmICvmA8dmYVAdKGYH,Actress,LXXXVIII,2023-11-03,day,album,13.0,https://i.scdn.co/image/ab67616d0000b273989e0b71fad7f7b27a1c7dcd,,,,matched,https://i.scdn.co/image/ab6761610000e5ebeec80df8b1890acd38a9f357,https://open.spotify.com/artist/3bg5rmICvmA8dmYVAdKGYH
"October 31, 2023",Hard Light,Drop Nineteens,Alternative,Independent Artist,"Boston, Massachusetts",Jesse Locke,matched,3GzUPre1YjcoEjvV3cv6kB,https://open.spotify.com/album/3GzUPre1YjcoEjvV3cv6kB,1s5mUpjVtK0XAScRqlErSE,Drop Nineteens,Hard Light,2023-11-03,day,album,11.0,https://i.scdn.co/image/ab67616d0000b27396ac58dd7b9164cab1f9e0ad,,,,matched,https://i.scdn.co/image/ab6761610000e5eb03d4ebe16e781d87e6e7ca0b,https://open.spotify.com/artist/1s5mUpjVtK0XAScRqlErSE
"October 30, 2023",KUANTALAENG,Pisitakun,Electronic,CHINABOT,"London, UK",James Gui,matched,0QWfuLsJFLyoBpWPjYs4c5,https://open.spotify.com/album/0QWfuLsJFLyoBpWPjYs4c5,6p4iVlfFI2sIYlxmoPynVE,Pisitakun,KUANTALAENG,2023-11-01,day,album,8.0,https://i.scdn.co/image/ab67616d0000b2735babb74c18a30af8fb4ac0c9,,,,matched,https://i.scdn.co/image/ab67616d0000b27332e59e2859624d30e8335af4,https://open.spotify.com/artist/6p4iVlfFI2sIYlxmoPynVE
"October 27, 2023",Mehmet Aslan Presents ‘Senza Decoro: Liebe + Anarchia/Switzerland 1980​-​1990’,Various Artists,Alternative,Strut,"London, UK",Shy Clara Thompson,no_match,,,,,,,,,,,,,,,,
"October 26, 2023",Half Eaten By Dogs,The Serfs,Rock,Independent Artist,"Cincinnati, Ohio",Will Ainsley,matched,5Idbd6ZQJUtjEGzU37ss0T,https://open.spotify.com/album/5Idbd6ZQJUtjEGzU37ss0T,4hGBPA9OiMmKdflu3mJO8o,The Serfs,Half Eaten By Dogs,2023-10-27,day,album,10.0,https://i.scdn.co/image/ab67616d0000b27306a6aa58c073b57d33216f9b,,,,matched,https://i.scdn.co/image/ab6761610000e5ebb9ee273ccebaeb8ff3e11437,https://open.spotify.com/artist/4hGBPA9OiMmKdflu3mJO8o
"October 25, 2023",Robed In Rareness,Shabazz Palaces,Hip-Hop/Rap,Independent Artist,"Seattle, Washington",Phillip Mlynar,matched,2ayrWnruBeS1vI4fPawoNk,https://open.spotify.com/album/2ayrWnruBeS1vI4fPawoNk,6C403AR4y6PjN0xNNGh42m,Shabazz Palaces,Robed in Rareness,2023-10-27,day,album,7.0,https://i.scdn.co/image/ab67616d0000b273c98af3b02c1e9f27924a3b6e,,,,matched,https://i.scdn.co/image/ab6761610000e5eb3533ae416f92932247cc67dd,https://open.spotify.com/artist/6C403AR4y6PjN0xNNGh42m
"October 24, 2023",Welcome To Hell,Joseph Shabason,Jazz,Independent Artist,"Toronto, Ontario",Jared Proudfoot,matched,6CX2ZlLVDePdI6CBHrWUEs,https://open.spotify.com/album/6CX2ZlLVDePdI6CBHrWUEs,7xoTSPGUr9u8FWR4G8AWoS,Joseph Shabason,Welcome to Hell,2023-10-20,day,album,10.0,https://i.scdn.co/image/ab67616d0000b2737224a7c480e7a6245949cd68,,,,matched,https://i.scdn.co/image/ab6772690000c46c0b87b6812105e32b02b53f2e,https://open.spotify.com/artist/7xoTSPGUr9u8FWR4G8AWoS
"October 23, 2023",Fourth Album,Markus Floats,Electronic,Independent Artist,,Jesse Locke,matched,3tByAKxYGMen0sXtjbxbPX,https://open.spotify.com/album/3tByAKxYGMen0sXtjbxbPX,4pK3XAPHEKPWwwEGpqwP1Z,Markus Floats,Fourth Album,2023-10-20,day,album,12.0,https://i.scdn.co/image/ab67616d0000b2731bf3886f44816f072aaed9d4,,,,matched,https://i.scdn.co/image/ab6761610000e5eb97a967aa12f13a5006fcb83c,https://open.spotify.com/artist/4pK3XAPHEKPWwwEGpqwP1Z
"October 20, 2023",Death is Home,Aïsha Devi,Electronic,Aisha Devi,Switzerland,Joe Muggs,matched,21YilFbUeimMwA8bK50VD9,https://open.spotify.com/album/21YilFbUeimMwA8bK50VD9,4RtrEYqj2bINZ2HXWUG3j4,Aïsha Devi,Death Is Home,2023-11-10,day,album,10.0,https://i.scdn.co/image/ab67616d0000b273517dae3b5e402c86d6c60646,,,,matched,https://i.scdn.co/image/ab6761610000e5eb3c6ab8b8e86ebc5f20902ccd,https://open.spotify.com/artist/4RtrEYqj2bINZ2HXWUG3j4
"October 19, 2023",Spike Field,Maria BC,Experimental,Independent Artist,,Maria Barrios,matched,3FDF939z2WYQtXCh8OlE3L,https://open.spotify.com/album/3FDF939z2WYQtXCh8OlE3L,1GRdVyqsikMsJrvHskjwry,Maria BC,Spike Field,2023-10-20,day,album,12.0,https://i.scdn.co/image/ab67616d0000b273ff2d38dcd21bf9b3e0f26776,,,,matched,https://i.scdn.co/image/ab6761610000e5ebc7e88b4a7d32fcb1076dc850,https://open.spotify.com/artist/1GRdVyqsikMsJrvHskjwry
"October 18, 2023",I Killed Your Dog,L’Rain,Experimental,L&#39;Rain,"Brooklyn, New York",Ann-Derrick Gaillot,no_match,,,,,,,,,,,,,,,,
"October 17, 2023",Sound of Blue,White Poppy,Alternative,Independent Artist,,April Clare Welsh,matched,1dgW3tzdSPIUIo4uPBsEF1,https://open.spotify.com/album/1dgW3tzdSPIUIo4uPBsEF1,65BcicEkX7VQAJ1Cl9fgxM,White Poppy,Sound of Blue,2023-10-06,day,album,9.0,https://i.scdn.co/image/ab67616d0000b273ec60ee7995c48e2fc1274242,,,,matched,https://i.scdn.co/image/ab6761610000e5ebc7ef7c59f68cbf35a6873af3,https://open.spotify.com/artist/65BcicEkX7VQAJ1Cl9fgxM
"October 16, 2023",A Stranger That You Met Before,A Day Without Love,Alternative,Independent Artist,"Boston, Massachusetts",John Morrison,matched,6imgl29tJGnbdrjnj3f5Sp,https://open.spotify.com/album/6imgl29tJGnbdrjnj3f5Sp,09JoYdZo9cekYMqyN1bsGD,A Day Without Love,A Stranger That You Met Before,2023-10-13,day,album,15.0,https://i.scdn.co/image/ab67616d0000b27304964fdadd58f5a6da58e62c,,,,matched,https://i.scdn.co/image/ab6761610000e5eb72bc53e2a78acd98a31030f5,https://open.spotify.com/artist/09JoYdZo9cekYMqyN1bsGD
"October 13, 2023",Water Made Us,Jamila Woods,R&amp;B/Soul,Independent Artist,"Chicago, Illinois",John Morrison,matched,5L24axiCil1SiY0kHV4S2T,https://open.spotify.com/album/5L24axiCil1SiY0kHV4S2T,4UodukR17NIQfNu5uaqm9B,Jamila Woods,Water Made Us,2023-10-13,day,album,17.0,https://i.scdn.co/image/ab67616d0000b273f1f3565be61026105af4d05e,,,,matched,https://i.scdn.co/image/ab6761610000e5eb56fa3ca08b34ab710c18cde1,https://open.spotify.com/artist/4UodukR17NIQfNu5uaqm9B
"October 12, 2023",The Father of Libyan Reggae,Ibrahim Hesnawi,Reggae,Habibi Funk Records,"Berlin, Germany",Maria Barrios,matched,622AyQhhpX9DQzJI9lt3rl,https://open.spotify.com/album/622AyQhhpX9DQzJI9lt3rl,6tPa6NxEdaNHWKupImT46F,Ibrahim Hesnawi,The Father of Libyan Reggae (Habibi Funk 024),2023-10-06,day,album,9.0,https://i.scdn.co/image/ab67616d0000b27316f759fcb4372bff7f146652,,,,matched,https://i.scdn.co/image/ab6761610000e5ebda6c48f546eac77e619e9d68,https://open.spotify.com/artist/6tPa6NxEdaNHWKupImT46F
"October 11, 2023",Errors,Capra,,CAPRA,"Lafayette, Louisiana",Saby Reyes-Kulkarni,matched,3fCRAPxbNpZP9qzDXiblCI,https://open.spotify.com/album/3fCRAPxbNpZP9qzDXiblCI,4jfu3bxtFywqyCRuTcsve4,Capra,Errors,2023-10-06,day,album,10.0,https://i.scdn.co/image/ab67616d0000b273984d90dfee79966f1b934c11,,,,matched,https://i.scdn.co/image/ab6761610000e5eb8589af8b20b48cc9a92825cb,https://open.spotify.com/artist/4jfu3bxtFywqyCRuTcsve4
"October 10, 2023",Buy This Now!,Uni Boys,Rock,Independent Artist,"Los Angeles, California",Jude Noel,matched,7BzChig5Ob1y2gcL6v3Ric,https://open.spotify.com/album/7BzChig5Ob1y2gcL6v3Ric,1xsSuFDTwn49CqWKpHF6HQ,Uni Boys,Buy This Now!,2023-10-13,day,album,12.0,https://i.scdn.co/image/ab67616d0000b2738e5af7cd9825b77f65858474,,,,matched,https://i.scdn.co/image/ab6761610000e5ebe2f0885f5e1ba33e126a52c4,https://open.spotify.com/artist/1xsSuFDTwn49CqWKpHF6HQ
"October 09, 2023",Afternoon X,Vanishing Twin,Alternative,Independent Artist,"London, UK",Will Ainsley,matched,6yUptnHXA1lRp48hWzXsUl,https://open.spotify.com/album/6yUptnHXA1lRp48hWzXsUl,4idG41ELGGRKuiHLc3VLc5,Vanishing Twin,Afternoon X,2023-10-06,day,album,8.0,https://i.scdn.co/image/ab67616d0000b273e3597e15a6d85bff8e60713d,,,,matched,https://i.scdn.co/image/ab6761610000e5eb3547a450b031bbca01d1b1b0,https://open.spotify.com/artist/4idG41ELGGRKuiHLc3VLc5
"October 05, 2023",Golden Apples of the Sun,Suzanne Ciani & Jonathan Fitoussi,Electronic,Transversales Disques,"Paris, France",Ted Davis,no_match,,,,,,,,,,,,,,,,
"October 04, 2023",Perfect Picture,Hannah Diamond,Pop,Independent Artist,"London, UK",April Clare Welsh,matched,1ChwZuPoRvA8Z5uprRsO2P,https://open.spotify.com/album/1ChwZuPoRvA8Z5uprRsO2P,3sXErEOw7EmO6Sj7EgjHdU,Hannah Diamond,Perfect Picture,2023-10-06,day,album,12.0,https://i.scdn.co/image/ab67616d0000b273cdadd1b7d10dce136854e8be,,,,matched,https://i.scdn.co/image/ab6761610000e5eb5942210e435aea99f6be681e,https://open.spotify.com/artist/3sXErEOw7EmO6Sj7EgjHdU
"October 03, 2023",Javelin,Sufjan Stevens,Alternative,Independent Artist,"New York, New York",Elle Carroll,matched,2KqSL3vLfyVO7rrZJL9tUs,https://open.spotify.com/album/2KqSL3vLfyVO7rrZJL9tUs,4MXUO7sVCaFgFjoTI5ox5c,Sufjan Stevens,Javelin,2023-10-06,day,album,10.0,https://i.scdn.co/image/ab67616d0000b27332a8498ea892ccd4fcf3f6cf,,,,matched,https://i.scdn.co/image/ab6761610000e5ebe70700c1329d2f26971c3914,https://open.spotify.com/artist/4MXUO7sVCaFgFjoTI5ox5c
"September 29, 2023",Dissolution Grip,KMRU,Ambient,Independent Artist,"Nairobi, Kenya",Eli Schoop,matched,5KJ6knuB1IVgxIsYTNX6dd,https://open.spotify.com/album/5KJ6knuB1IVgxIsYTNX6dd,5blZUSGq0z7HhuSldSXV3a,KMRU,Dissolution Grip,2023-09-29,day,album,3.0,https://i.scdn.co/image/ab67616d0000b273eeab5be46822e747fb914a2e,,,,matched,https://i.scdn.co/image/ab6761610000e5eb7c61e9840d75ab0899633666,https://open.spotify.com/artist/5blZUSGq0z7HhuSldSXV3a
"September 29, 2023",Tender,zzzahara,,Independent Artist,"Los Angeles, California",Elle Carroll,matched,46PzRhIkx2y6EUkd7YFnFl,https://open.spotify.com/album/46PzRhIkx2y6EUkd7YFnFl,26j38hvhD7PjC0a4EqdaSn,zzzahara,Tender,2023-09-22,day,album,10.0,https://i.scdn.co/image/ab67616d0000b273d9f65261b6514f1ea5cf6cbb,,,,matched,https://i.scdn.co/image/ab6761610000e5eb8400a2bd8fededc0331ad386,https://open.spotify.com/artist/26j38hvhD7PjC0a4EqdaSn
"September 28, 2023",Find Out,Filth Is Eternal,Punk,Filth is Eternal,"Seattle, Washington",Brad Sanders,matched,7LWzYlSZrZywjVQndLDjUS,https://open.spotify.com/album/7LWzYlSZrZywjVQndLDjUS,0BqcFG3uqS8l59OsCtIiH0,Filth is Eternal,Find Out,2023-09-29,day,album,14.0,https://i.scdn.co/image/ab67616d0000b273a8d02731cc74560015214111,,,,matched,https://i.scdn.co/image/ab6761610000e5eb4a739b12233f654c1fcf39d1,https://open.spotify.com/artist/0BqcFG3uqS8l59OsCtIiH0
"September 27, 2023",We Buy Diabetic Test Strips,Armand Hammer,Hip-Hop/Rap,Independent Artist,New York,Dash Lewis,matched,74vN8W3NHvyM69AnrL5Arp,https://open.spotify.com/album/74vN8W3NHvyM69AnrL5Arp,3SCI7sXHUZIeDKMWC5NT9C,"Armand Hammer, billy woods, E L U C I D",We Buy Diabetic Test Strips,2024-02-27,day,album,16.0,https://i.scdn.co/image/ab67616d0000b273e1d0067ee82182b2264c3783,,,,matched,https://i.scdn.co/image/ab6761610000e5eb36540146e6771f3508d8032a,https://open.spotify.com/artist/3SCI7sXHUZIeDKMWC5NT9C
"September 26, 2023",Sit Down For Dinner,Blonde Redhead,Alternative,Independent Artist,"New York, New York",Elle Carroll,matched,3gsfmWwzdFZSJUC4L5zrEw,https://open.spotify.com/album/3gsfmWwzdFZSJUC4L5zrEw,5isqImG0rLfAgBJSPMEVXF,Blonde Redhead,Sit Down for Dinner,2023-09-29,day,album,11.0,https://i.scdn.co/image/ab67616d0000b273856eb96d591b7b4ead22a4e7,,,,matched,https://i.scdn.co/image/ab6761610000e5eb6f63ec3b0dd0c229ed8459a9,https://open.spotify.com/artist/5isqImG0rLfAgBJSPMEVXF
"September 25, 2023",The Enduring Spirit,Tomb Mold,Metal,20 Buck Spin,"Pittsburgh, Pennsylvania",Ben Salmon,matched,27vpwk5EXUilPRY06umtHv,https://open.spotify.com/album/27vpwk5EXUilPRY06umtHv,1zFGR4NaBbCDBGwifPKGfM,Tomb Mold,The Enduring Spirit,2023-09-15,day,album,7.0,https://i.scdn.co/image/ab67616d0000b2738741191cc40dc87ffdde6288,,,,matched,https://i.scdn.co/image/ab67616d0000b273aa257ff5813873ffe87ec4f9,https://open.spotify.com/artist/1zFGR4NaBbCDBGwifPKGfM
"September 22, 2023",Gentle Confrontation,Loraine James,,Independent Artist,"London, UK",John Morrison,matched,6t8EEPPBUhJiYucv3zsIKx,https://open.spotify.com/album/6t8EEPPBUhJiYucv3zsIKx,536qHynzDH1QviwhWY9dE3,Loraine James,Gentle Confrontation,2023-09-22,day,album,16.0,https://i.scdn.co/image/ab67616d0000b273ceb2b7a878b3c346aa1e6cd5,,,,matched,https://i.scdn.co/image/ab6761610000e5eb404b3e80d99a4ba201cd889e,https://open.spotify.com/artist/536qHynzDH1QviwhWY9dE3
"September 21, 2023",Sorry I Haven’t Called,Vagabon,,Independent Artist,"New York, New York",Ann-Derrick Gaillot,no_match,,,,,,,,,,,,,,,,
"September 20, 2023",No Ordinary Crown,Will Johnson,Folk,Independent Artist,"Austin, Texas",Josh Feola,matched,00bWfP8ZnnLbpvSCEc7ItO,https://open.spotify.com/album/00bWfP8ZnnLbpvSCEc7ItO,0GkLlslI4LMVTTuUkyQp57,Will Johnson,No Ordinary Crown,2023-09-15,day,album,10.0,https://i.scdn.co/image/ab67616d0000b27399f9e01d0a6a3e3b63bf03ea,,,,matched,https://i.scdn.co/image/ab6772690000c46ce45499f8d4ea9f7930010785,https://open.spotify.com/artist/0GkLlslI4LMVTTuUkyQp57
"September 19, 2023",Circus Underwater,Circus Underwater,Electronic,Soundway Records,UK,Will Ainsley,matched,6YchcDMpRksUZoA0F3KU6q,https://open.spotify.com/album/6YchcDMpRksUZoA0F3KU6q,6hWyDvqELzRc5bwYWFD9qO,Circus Underwater,Circus Underwater,2023-09-15,day,album,13.0,https://i.scdn.co/image/ab67616d0000b273e602dc62340cf1f53011ce72,,,,matched,https://i.scdn.co/image/ab67616d0000b273e602dc62340cf1f53011ce72,https://open.spotify.com/artist/6hWyDvqELzRc5bwYWFD9qO
"September 18, 2023",Powders,Eartheater,Alternative,Independent Artist,"Queens, New York",Andrew Parks,matched,3zjvJv9tqkQ5kdX9pOpT6U,https://open.spotify.com/album/3zjvJv9tqkQ5kdX9pOpT6U,18ca9d5EU5R1AhVKPR1cm0,Eartheater,Powders,2023-09-20,day,album,9.0,https://i.scdn.co/image/ab67616d0000b2736c22b071b85b6599997b7bb6,,,,matched,https://i.scdn.co/image/ab6761610000e5eb8c370bf15ef44b7227381ac3,https://open.spotify.com/artist/18ca9d5EU5R1AhVKPR1cm0
