Date,Album,Artist,Tags,Record_Label,Record_Label_Loc,Author
"April 27, 2023","Slowly Forgetting, Barely Remembering",Martyna Basta,Experimental,Independent Artist,"Kraków, Poland",Shy Clara Thompson
"April 26, 2023",I Want To Leave This Earth Behind,Stefana Fratila,Ambient,Independent Artist,"Toronto, Ontario",Maria Barrios
"April 25, 2023",Paved With Good Intentions,SolarFive and Custom Made,Hip-Hop/Rap,SoLaRfIvE,"Chicago, Illinois",Dash Lewis
"April 24, 2023",Death Folk Country,Dorthia Cottrell,Folk,Independent Artist,"Richmond, Virginia",Ben Salmon
"April 21, 2023",I Came From Love,Dave Okumu & The 7 Generations,,Dave Okumu,"London, UK",John Morrison
"April 20, 2023",MotherFather,Petite Noir,Experimental,Independent Artist,"Cape Town, South Africa",Amaya Garcia
"April 19, 2023",Vandalized Statue To Be Replaced With Shrine,Monde UFO,Ambient,monde ufo,"Los Angeles, California",Sam Goldner
"April 18, 2023",Yallah Beibe,MC Yallah,Hip-Hop/Rap,HAKUNA KULALA,"Kampala, Uganda",James Gui
"April 17, 2023",Why Does the Earth Give Us People to Love?,Kara Jackson,,Independent Artist,"Oak Park, Illinois",Ann-Derrick Gaillot
"April 14, 2023",Since Time is Gravity,Natural Information Society,Jazz,eremite records,Hawaii,Philip Freeman
"April 13, 2023",Heavenly Spheres,Penelope Trappes,Electronic,Independent Artist,"Brighton, UK",Ted Davis
"April 12, 2023",Call Me Terry,Terry,Punk,Upset The Rhythm,"London, UK",Jude Noel
"April 11, 2023",Music Inferno: The Indestructible Beat Tour 1988​-​89,Mahlathini and the Mahotella Queens,World,Umsakazo Records,UK,Dean Van Nguyen
"April 10, 2023",Still Life in Decay,FACS,Alternative,Independent Artist,"Chicago, Illinois",Shannon Nico Shreibak
"April 07, 2023",On The Romance Of Being,Desire Marea,,Independent Artist,"KZN, South Africa",Megan Iacobini de Fazio
"April 06, 2023",Distant Intervals,Issei Herr,Classical,MIZU,"New York, New York",Vanessa Ague
"April 05, 2023",We’re Still Here,HIRS,Punk,Independent Artist,"Philadelphia, Pennsylvania",Leah B. Levinson
"April 04, 2023",Humid Sun,Masahiro Takahashi,Electronic,Independent Artist,"Toronto, Ontario",Piotr Orlov
"April 03, 2023",Leather Blvd.,B. Cool-Aid,,Independent Artist,"Los Angeles, California",John Morrison
"March 31, 2023",A​ş​k,Altın Gün,Rock,Altin Gün,"Amsterdam, Netherlands",Joshua Minsoo Kim
"March 30, 2023",绿帽 Green Hat,Tzusing,Electronic,Independent Artist,"Shanghai, China",James Gui
"March 29, 2023",Fawn/Brute,Katie Gately,Alternative,Independent Artist,"Pasadena, California",Joe Muggs
"March 28, 2023",Fractured Whole,Cruel Diagonals,Experimental,Independent Artist,"Los Angeles, California",Vanessa Ague
"March 27, 2023",Saturnian Bloodstorm,Lamp of Murmuur,Metal,Lamp Of Murmuur,"Los Angeles, California",Colin Williams
"March 24, 2023",The Art of Forgetting,Caroline Rose,Pop,Independent Artist,"Los Angeles, California",Mariana Timony
"March 23, 2023",Raw Lessons,Spectacular Diagnostics,Hip-Hop/Rap,Independent Artist,"Chicago, Illinois",Phillip Mlynar
"March 22, 2023",Post-American,MSPAINT,Punk,Independent Artist,"Hattiesburg, Mississippi",Spencer Hughes
"March 21, 2023",Birds (in my mind anyway),Doc Sleep,Electronic,DOC SLEEP,Washington,Andra Nikolayi
"March 20, 2023","Praise A Lord Who Chews But Which Does Not Consume; (Or Simply, Hot Between Worlds)",Yves Tumor,,Independent Artist,NA,Andy Beta
"March 17, 2023",Impumelelo,DJ Black Low,Electronic,Independent Artist,"Pretoria, South Africa",Dean Van Nguyen
"March 16, 2023",Tokyo,Bodikhuu,Hip-Hop/Rap,Mississippi Records,"New York, New York",Eli Schoop
"March 15, 2023",Crash Recoil,Surgeon,Electronic,Independent Artist,"Birmingham, UK",Henry Ivry
"March 14, 2023",Love As Projection,Frankie Rose,Alternative,Independent Artist,New York,Andrew Parks
"March 13, 2023",Manzanita,Shana Cleveland,Folk,Independent Artist,California,Mariana Timony
"March 10, 2023",Walk the Wheel,Truth Cult,Punk,Independent Artist,"Baltimore, Maryland",Spencer Hughes
"March 09, 2023",Lotus Glow,Adi Oasis,,Independent Artist,New York,John Morrison
"March 08, 2023",White Space,Youniss,Experimental,Independent Artist,"Antwerp, Belgium",James Gui
"March 07, 2023",Galaxia de Emociones,Jackie Mendoza,Pop,Independent Artist,"San Diego, California",Maria Barrios
"March 06, 2023",Al Hadr,Sabrina Bellaouel,R&amp;B/Soul,Independent Artist,"Paris, France",Richard Villegas
"March 03, 2023",Feeling Body,Nyokabi Kariũki,,Independent Artist,"Nairobi, Kenya",Vanessa Ague
"March 02, 2023",Flower of Life,Taleen Kali,Alternative,Independent Artist,"Los Angeles, California",Elle Carroll
"March 01, 2023",Dogsbody,Model/Actriz,Alternative,Independent Artist,"Brooklyn, New York",J. Edward Keyes
"February 28, 2023",A New Tomorrow,Zulu,Punk,Flatspot Records,"Baltimore, Maryland",John Morrison
"February 27, 2023",Evicted In The Morning,Saint Abdullah & Jason Nazary,Experimental,Saint Abdullah,"New York, New York",James Gui
"February 23, 2023",Girl In the Half Pearl,Liv.e,,(Liv).e,"Dallas, Texas",Mercy Kassa
"February 22, 2023",I Don’t Wanna Be Too Cool (Expanded Edition),Kate Fagan,Punk,Independent Artist,"Chicago, Illinois",Andi Harriman
"February 21, 2023",Abri Cyclonique,Polobi & the Gwo Ka Masters,World,Polobi &amp; the Gwo Ka Masters,Guadeloupe,Andy Beta
"February 17, 2023",Mute the Charm,Unwed Sailor,Alternative,Independent Artist,"Tulsa, Oklahoma",Andrew Parks
"February 16, 2023",Nivraym (Revisited),Koenjihyakkei,Experimental,SKiN GRAFT Records,"St. Louis, Missouri",Jim Allen
"February 15, 2023",Mourning Due,Nappy Nina,,Independent Artist,"Brooklyn, New York",Mercy Kassa
"February 14, 2023",All in Good Time,Blues Lawyer,Rock,Independent Artist,"Oakland, California",Ethan Beck
"February 13, 2023",Raven,Kelela,Electronic,Independent Artist,NA,Richard Villegas
"February 10, 2023","The Land, The Water, The Sky",Black Belt Eagle Scout,Alternative,Independent Artist,"Portland, Oregon",Jude Noel
"February 09, 2023",Szabads​​​á​​​g,Adela Mede,Experimental,Night School,"Glasgow, UK",Matthew Blackwell
"February 08, 2023",Somewhere Over the Mystic Moon,India Sky,R&amp;B/Soul,Ratskin Records,"Oakland, California",Amaya Garcia
"February 07, 2023",Spandrel?,Evita Manji,Electronic,Independent Artist,Greece,James Gui
"February 06, 2023",Eye Of I,James Brandon Lewis,,Independent Artist,"New York, New York",John Morrison
"February 03, 2023",Anarchist Gospel,Sunny War,Folk,Independent Artist,"Los Angeles, California",John Morrison
"February 02, 2023",We Cater To Cowards,Oozing Wound,Punk,Independent Artist,"Chicago, Illinois",Saby Reyes-Kulkarni
"February 01, 2023",Today My Friend You Drunk The Venom,The Drin,Punk,Independent Artist,"Cincinnati, Ohio",Kerry Cardoza
"January 31, 2023",Compositions,Deathprod,Electronic,Independent Artist,"Oslo, Norway",Louis Pattison
"January 30, 2023",Lockstep Bloodwar,Sightless Pit,Electronic,Independent Artist,Rhode Island,Brad Sanders
"January 27, 2023",Honey,Samia,,Independent Artist,"New York, New York",Ruth Jiang
"January 26, 2023",Dilijans,Ayizan,Jazz,Independent Artist,"New York, New York",John Morrison
"January 24, 2023",Noise à Noise 23: Noise vs. Silence (Vol. I​-​IV),Various Artists,Experimental,Noise à Noise,"Tehran, Iran",Andra Nikolayi
"January 23, 2023",Keeper Is The Heart,Nighttime,Folk,Independent Artist,"Los Angeles, California",Hayden Merrick
"January 20, 2023",To What End,Oddisee,,Independent Artist,"Washington, D.C.",John Morrison
"January 19, 2023",Courts or Wars,Second Layer,Punk,Independent Artist,"London, UK",Alex Deller
"January 18, 2023",Big World,Grim Beazley,Electronic,Constellation Tatsu,"Oakland, California",Andrew Parks
"January 17, 2023",Blue Period,Beauty Pill,Rock,Independent Artist,"Washington, D.C.",Patrick King
"January 13, 2023",The Weight Of Remembrance,Tribunal,Metal,20 Buck Spin,"Pittsburgh, Pennsylvania",Jon Wiederhorn
"January 12, 2023","Nina Persson & The Second Hand Orchestra, The Great White Sea Eagle",James Yorkston,Folk,Independent Artist,"Scotland, UK",Ben Salmon
"January 11, 2023",mole,poolblood,,Independent Artist,"Toronto, Ontario",Amaya Garcia
"January 10, 2023",I’M NOT SURE AT ALL,Marlody,Alternative,Independent Artist,"England, UK",Elle Carroll
"January 09, 2023",You Will Love Again,Kate Ferencz,Alternative,Independent Artist,"Philadelphia, Pennsylvania",Andi Harriman
"December 09, 2022",Common Ground Vol. 2,Various Artists,Ambient,Safe Ground Rec.,"Brussels, Belgium",Ted Davis
"December 08, 2022",Unsettling Scores,Lamin Fofana,,Independent Artist,"New York, New York",John Morrison
"December 07, 2022",Homecore! Miami All-Stars,Various Artists,Electronic,Omnidisc,"Miami, Florida",James Gui
"December 06, 2022",Que Bellas Son,Moncho y Su Banda,World,Independent Artist,"Charallave, Venezuela",Elle Carroll
"December 05, 2022",Overtaker,Hammers of Misfortune,Metal,Hammers Of Misfortune,montana,Brad Sanders
"December 02, 2022",Memoirs of a Dream,The Sea Ensemble,Jazz,Independent Artist,"New York, New York",John Morrison
"December 01, 2022",Everything Returns,Black Ox Orkestar,Folk,Independent Artist,"Montreal, Québec",Yoni Kroll
"November 30, 2022",I Turned Myself Into Myself,Shirt,Hip-Hop/Rap,Mello Music Group,"Tucson, Arizona",Blake Gillespie
"November 29, 2022",Fireside Stories (Hebden Bridge circa 1971-1974),Trevor Beales,Folk,Independent Artist,"Hebden Bridge, UK",Elle Carroll
"November 28, 2022",Flaming Swords,Fievel Is Glauque,Alternative,Independent Artist,"Brooklyn, New York",Miles Bowe
"November 23, 2022",Genes,Lee Clarke,Electronic,Independent Artist,"Philadelphia, Pennsylvania",Ben Salmon
"November 22, 2022",Alessandroni Proibito (Music from Red Light Films 1977​-​1980),Alessandro Alessandroni,Soundtrack,Four Flies Records,Italy,Elle Carroll
"November 21, 2022",isomonstrosity,isomonstrosity,,Independent Artist,"New York, New York",John Morrison
"November 18, 2022",Mirrored,Vanessa Wagner,Classical,Independent Artist,"Montreuil, France",Vanessa Ague
"November 17, 2022",Atalaya,Dezron Douglas,,International Anthem,"Chicago, Illinois",John Morrison
"November 16, 2022",Memoirs of Hi-Tech Jazz,Waajeed,Electronic,Independent Artist,"Detroit, Michigan",Piotr Orlov
"November 15, 2022",Almanac Behind,Daniel Bachman,Experimental,Independent Artist,"Madison, Virginia",Katie Kurtz
"November 14, 2022",Mariage,Wau Wau Collectif,World,Independent Artist,"Toubab Dialao, Senegal",Andy Beta
"November 10, 2022",Pray 4 Tomorrow,Dumb,Rock,dumb,"Vancouver, British Columbia",Chloe Liebenthal
"November 09, 2022",Endure,Special Interest,Punk,SPECIAL INTEREST,NA,Kerry Cardoza
"November 08, 2022",The Living World’s Demands,Ami Dang,Experimental,Independent Artist,"Baltimore, Maryland",Vanessa Ague
"November 07, 2022",Please Don’t Take Me Back,Martha,Punk,Independent Artist,"Durham, UK",Alex Deller
"November 04, 2022",Comradely Objects,Horse Lords,Experimental,Independent Artist,"Baltimore, Maryland",Vanessa Ague
"November 03, 2022",Marvin Tate’s D-Settlement,Marvin Tate’s D-Settlement,Rock,Marvin Tate&#39;s D-Settlement,"Chicago, Illinois",John Morrison
"November 02, 2022",Meeting with a Judas Tree,Duval Timothy,,Independent Artist,"England, UK",John Morrison
"November 01, 2022",Autumn Fair,Autumn Fair,Experimental,Recital,"Glendale, California",Shy Clara Thompson
"October 31, 2022",Autonomy,Secret Shame,Rock,Independent Artist,"Asheville, North Carolina",Brad Cohan
"October 28, 2022",yield,cktrl,,Independent Artist,"London, UK",Megan Iacobini de Fazio
"October 27, 2022",Hit With The Most,Ribbon Stage,Punk,Independent Artist,"New York, New York",Ben Salmon
"October 26, 2022",Síntesis Moderna: An Alternative Vision Of Argentinian Music 1980-1990,Various Artists,Electronic,Soundway Records,UK,Richard Villegas
"October 25, 2022",N’Djila Wa Mudujimu,Lady Aicha & Pisko Crane’s Original Fulu Miziki of Kinshasa,,Nyege Nyege Tapes,"Kampala, Uganda",James Gui
"October 24, 2022",Spells of Silence,Mt Fog,Alternative,Independent Artist,"Seattle, Washington",Patrick King
"October 21, 2022",Pigments,Dawn Richard & Spencer Zahn,Ambient,DAWN,"Los Angeles, California",Ted Davis
"October 20, 2022",劇變 (Jubian),Ripped to Shreds,Metal,Independent Artist,"San Jose, California",Colin Williams
"October 19, 2022",Cyclorama,Ariel Zetina,Electronic,Independent Artist,"Chicago, Illinois",James Gui
"October 18, 2022",YTI​⅃​A​Ǝ​Я,Bill Callahan,Alternative,Independent Artist,"Austin, Texas",Charlie Zaillian
"October 17, 2022",COMETA,Nick Hakim,,Independent Artist,New York,John Morrison
"October 14, 2022",Njyhi,Nok Cultural Ensemble,Jazz,Nok Cultural Ensemble,"London, UK",John Morrison
"October 13, 2022",Building Something Beautiful For Me,Loraine James,,Independent Artist,"London, UK",John Morrison
"October 12, 2022",Se Ve Desde Aquí,Mabe Fratti,Experimental,TAR / MM / UOH,NA,Vanessa Ague
"October 11, 2022",a tape called component system with the auto reverse,Open Mike Eagle,Hip-Hop/Rap,Independent Artist,Los Angeles,Phillip Mlynar
"October 10, 2022",A Square is a Shape of Power,Courtney and Brad,Rock,Independent Artist,"Providence, Rhode Island",Shy Clara Thompson
"October 07, 2022",Capricorn Sun,TSHA,,Independent Artist,"London, UK",Amaya Garcia
"October 06, 2022",Please Have a Seat,NNAMDÏ,,Independent Artist,"Chicago, Illinois",Anna White
"October 05, 2022",An Orange Colored Day,Arima Ederra,,Independent Artist,"Los Angeles, California",Mercy Kassa
"October 04, 2022",Blood In My Eye (A Soul Insurgent Guide),Konjur Collective,Experimental,Independent Artist,"Baltimore, Maryland",John Morrison
"October 03, 2022",BodyLepsis,Gutterring,Electronic,gutterring,"London, UK",Joe Muggs
"September 30, 2022",Living Sky,Sun Ra Arkestra,Jazz,Independent Artist,Alabama,Michael J. West
"September 29, 2022",Patience of a Traitor,Saint Abdullah and Eomac,Experimental,Other People,"New York, New York",James Gui
"September 28, 2022",The Muslim Highlife of Alhaji Waziri Oshomah,Alhaji Waziri Oshomah,World,Independent Artist,"Auchi, Nigeria",Andy Beta
"September 27, 2022",Bourbonese Qualk,Bourbonese Qualk,Alternative,Mannequin Records,Germany,Michael Lawson
"September 26, 2022",Searching in Grenoble: The 1978 Solo Piano Concert,Mal Waldron,Jazz,Tompkins Square,"San Francisco, California",Michael J. West
"September 23, 2022",Weather Alive,Beth Orton,Alternative,Independent Artist,"London, UK",Will Pritchard
"September 22, 2022",In These Times,Makaya McCraven,Jazz,International Anthem,"Chicago, Illinois",Stewart Smith
"September 21, 2022",Conduit,Coby Sey,,Independent Artist,"London, UK",Mercy Kassa
"September 20, 2022",In Paris,Star Feminine Band,World,STAR FEMININE BAND,"Natitingou, Benin",Megan Iacobini de Fazio
"September 19, 2022",Last Spa on Earth,Divino Niño,Electronic,Independent Artist,"Chicago, Illinois",Richard Villegas
"September 16, 2022",Energy Bar,Heaven For Real,Punk,Independent Artist,"Halifax, Nova Scotia",Hayden Merrick
"September 15, 2022",Dreamkiller,Sumerlands,Metal,Independent Artist,"Philadelphia, Pennsylvania",Brad Sanders
"September 14, 2022",Expert in a Dying Field,The Beths,Alternative,Independent Artist,"Auckland, New Zealand",Elle Carroll
"September 13, 2022",Raw Space,Authentically Plastic,Electronic,HAKUNA KULALA,"Kampala, Uganda",James Gui
"September 12, 2022",Infinite Zonez,Suzi Analogue,,Independent Artist,"Miami, Florida",Amaya Garcia
"September 09, 2022",Natural Brown Prom Queen,Sudan Archives,R&amp;B/Soul,Independent Artist,"Los Angeles, California",Tasha Viets-VanLear
"September 08, 2022",I Like it When You Smile,S. Raekwon,,Independent Artist,"New York, New York",Antoinette Isama
"September 07, 2022",Whipped Stream and Other Earthly Delights,Moth Cock,Experimental,Independent Artist,"Kent, Ohio",Leah B. Levinson
"September 06, 2022",Like Neptune,Son Little,,Independent Artist,"Philadelphia, Pennsylvania",John Morrison
"September 02, 2022",Dreaming Kind,The Orchids,Punk,Independent Artist,"Glasgow, UK",Jude Noel
"September 01, 2022",Heaven Come Crashing,Rachika Nayar,,Independent Artist,"Los Angeles, California",Amaya Garcia
"August 31, 2022",Lion Piss + Arm Vulnerability,Genital Shame,Metal,Independent Artist,"Los Angeles, California",Leah B. Levinson
"August 30, 2022",Xia Ye,Night Swimmer,Electronic,Independent Artist,"Wuhan, China",Andy Beta
"August 29, 2022",S3RP3NT,Mona Demone,,Ratskin Records,"Oakland, California",Andi Harriman
"August 26, 2022",Rest,Thanya Iyer,,Independent Artist,"Montreal, Québec",Ruth Jiang
"August 25, 2022",First of the Brooklyn Cowgirls,Mimi Roman,Country,Independent Artist,"Brooklyn, New York",Ben Salmon
"August 24, 2022",Vortex,Terence Etc.,Experimental,Independent Artist,"Brooklyn, New York",Nicolas-Tyrell Scott
"August 23, 2022",Let’s Turn It Into Sound,Kaitlyn Aurelia Smith,Electronic,Independent Artist,"Los Angeles, California",Ted Davis
"August 22, 2022",Green of Winter,Battle Trance,Classical,Independent Artist,New York,Alex Heigl
"August 19, 2022",Recordar É Viver: Antologia Vol​.​1,Pedro Lima,World,Independent Artist,"Sao Tome, São Tomé and Príncipe",Andy Beta
"August 18, 2022",In The Fade,Tony Molina,Rock,Independent Artist,"San Francisco, California",Charlie Zaillian
"August 17, 2022",Hypnotic Guitar of John Ondolo,John Ondolo,Acoustic,Mississippi Records,"New York, New York",Andy Beta
"August 16, 2022",Ever Crashing,SRSQ,Alternative,Independent Artist,"Los Angeles, California",Jude Noel
"August 15, 2022",Mutualism,SAUL,Electronic,Rhythm Section International,"London, UK",John Morrison
"August 12, 2022",Up Against The Wall; A Degree Of Lunacy,YUNGMORPHEUS & THERAVADA,Hip-Hop/Rap,YUNGMORPHEUS,"Los Angeles, California",Phillip Mlynar
"August 11, 2022",a lot’s gonna change,Claude,Pop,Independent Artist,"Chicago, Illinois",Elle Carroll
"August 10, 2022","I Survived, It’s Over",Rich Ruth,Ambient,Independent Artist,"Nashville, Tennessee",Piotr Orlov
"August 09, 2022",Morir y Renacer,Conjunto Primitivo,Electronic,Chicago Research,"Chicago, Illinois",Richard Villegas
"August 08, 2022",American Rituals,Cheri Knight,Experimental,Independent Artist,"Olympia, Washington",Erin Margaret Day
"August 05, 2022",Marci,Marci,Pop,Independent Artist,"Montreal, Québec",Tasha Viets-VanLear
"August 04, 2022",Crowd Can Talk,Lifeguard,Rock,Independent Artist,"Chicago, Illinois",Erin Margaret Day
"August 03, 2022",Soothsayer,Kyle Kidd,R&amp;B/Soul,Independent Artist,"Cleveland, Ohio",Erin Margaret Day
"August 02, 2022",Chopper,Kiwi Jr.,Rock,Kiwi jr,"Toronto, Ontario",Hayden Merrick
"August 01, 2022",Mental Picture,Sarah Bethe Nelson,Rock,Independent Artist,"San Francisco, California",Elle Carroll
